symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,16298.776689148799,16298.776689148799,1
DUST,flow_program,12825.131673599999,12825.131673599999,1
FAZ,flow_program,10832.802103999999,10832.802103999999,1
LABD,flow_program,10190.484919999999,10190.484919999999,1
SDS,flow_program,9870.12209514,9870.12209514,1
ZSL,flow_program,9587.134732499999,9587.134732499999,1
TSLQ,flow_program,7608.95289385,7608.95289385,1
SQQQ,flow_program,7191.372953049999,7191.372953049999,1
NVDQ,flow_program,5395.143850199999,5395.143850199999,1
EWV,flow_program,2793.0552665399996,2793.0552665399996,1
SOXS,flow_program,1738.1055260799997,1738.1055260799997,1
TSYY,flow_program,-69.17448252,69.17448252,1
NVYY,flow_program,-89.06469725010001,89.06469725010001,1
TQQY,flow_program,-448.4504052288,448.4504052288,1
