underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-11580.66,11580.66
ASTS,ASTN,etf,18022.519458960003,18022.519458960003
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-16439.103359999997,16439.103359999997
BE,BEZ,etf,16439.103359999997,16439.103359999997
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-563.1023217899323,563.1023217899323
CLSK,CLSZ,etf,4459.42,4459.42
COIN,COIN,underlying,-977.8055640238176,977.8055640238176
COIN,CONI,etf,576.0759582,576.0759582
CRCL,CRCL,underlying,-6821.755030090002,6821.755030090002
CRCL,CRCD,etf,6821.755030090001,6821.755030090001
CRWV,CRWV,underlying,-14942.812499999998,14942.812499999998
CRWV,CORD,etf,13394.281924500001,13394.281924500001
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-14980.783949999995,14980.783949999995
IREN,IREZ,etf,15143.096767260002,15143.096767260002
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-10642.98816926057,10642.98816926057
MSTR,MSDD,etf,2213.6295,2213.6295
MSTR,MSTZ,etf,4529.3060016,4529.3060016
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-13068.502753174402,13068.502753174402
NBIS,NBIZ,etf,13068.502753174402,13068.502753174402
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14896.391399999997,14896.391399999997
QBTS,QBTZ,etf,18868.75616934,18868.75616934
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-3452.96,3452.96
RKLB,RKLZ,etf,6926.135907599999,6926.135907599999
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-3474.12,3474.12
SVIX,UVIX,etf,4391.897211,4391.897211
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
