ETF,Underlying,is_yieldboost,scenario_style,Beta_product_class,Beta,Beta_n_obs,Beta_source,Beta_se,Beta_resid_sigma_annual,Beta_horizon_chosen,Beta_quality,Beta_prior_mu,Beta_prior_tau,Beta_prior_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,vol_underlying_source,sigma_realized_implied_annual,sigma_cap_annual,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,vol_ratio_value,vol_ratio_outlier,expected_gross_decay_p10_annual,expected_gross_decay_p50_annual,expected_gross_decay_p90_annual,expected_gross_decay_mean_annual,expected_gross_decay_dist_model,expected_logIV_mu_annual,expected_logIV_sigma_annual,expected_gross_decay_dist_n_obs,expected_gross_decay_dist_horizon_days,asof_date,product_class,expected_decay_available,gross_edge_definition,primary_edge_annual,gross_for_primary_annual,borrow_for_net_annual,borrow_avg_annual,borrow_median_60d,net_edge_p05_annual,net_edge_p25_annual,net_edge_p50_annual,net_edge_p75_annual,net_edge_p95_annual,net_edge_hist_json,mechanical_decay_annual,realized_tracking_component_annual,slippage_proxy_annual,income_distributions_annual,block_len,B_reps,annualization_key,hac_lag,sigma_b_annual,stress_borrow_rho,copula_note,copula_type,borrow_dispersion_type,regime_autocorr_und_21d_proxy,regime_warning,high_intraday_risk,decomposition_note,borrow_weight_halflife_days,borrow_history_points_used,borrow_resample_mode,gross_anchor_shift_annual,gross_anchor_target_annual,gross_anchor_source,schema_v,edge_sign_convention,expected_gross_decay_simple_ito_annual,expected_gross_decay_adjusted_annual,expected_decay_adjustment_annual,expected_decay_model,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,strategy_blacklisted
AAPU,AAPL,False,,letf_long,1.99706,501,posterior.nominal_L,0.011957452199602528,0.027091710137608298,1.0,ok,2.0,240.0,nominal_L,0.042072000000000005,300000,0.042072000000000005,False,False,36.57500076293945,0.042072000000000005,1.0,False,,True,False,False,False,True,False,False,False,0.450996,0.465475,0.164722,0.174451,0.226857,0.233585,"{""method"":""weighted_median"",""n_probes"":5,""n_outliers_dropped"":2,""sigma_real_implied_median"":0.417467,""sigma_pool"":0.226857,""sigma_capped_to"":null}",0.4174673364358801,0.5218341705448502,0.0096,yfinance,0.0,0.03595,0.096682,0.099766,True,0.164722,0.12265000000000001,0.12265000000000001,0.9954727870684276,False,0.096682,0.096682,0.096682,0.096682,simple_ito_fallback,-2.331913,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.12265000000000001,0.130702,0.042072000000000005,0.08138756666666666,0.07616500000000001,-0.05397421279032821,-0.014286019240107313,0.013786694276866351,0.040437711572546706,0.072710208148281,"{""e"":[-0.08809,-0.079012,-0.069933,-0.060854,-0.051775,-0.042696,-0.033617,-0.024539,-0.01546,-0.006381,0.002698,0.011777,0.020856,0.029934,0.039013,0.048092,0.057171,0.06625,0.075329,0.084407,0.093486],""c"":[7,3,5,3,7,19,23,22,41,24,29,38,33,36,27,27,21,14,10,3]}",0.096682,0.06804,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0801;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.07285236683661707,mean_reversion,False,incomplete_regime,90.0,60.0,weighted_empirical,-0.08009025633242124,0.096682,simple_ito_fallback,2,short_favorable_positive,0.096682,,,simple_ito,0.499265,0.599118,0.5,0.599118,bucket_1,,False,False
AMUU,AMD,False,,letf_long,1.989425,275,posterior.nominal_L,0.01781192260097749,0.08683758992475712,1.0,ok,2.0,240.0,nominal_L,0.057738,30000,0.057738,False,False,185.86000061035156,0.057738,1.0,False,,True,False,False,False,False,False,False,False,1.163364,1.272829,0.500402,0.505707,0.584437,0.639797,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":2,""sigma_real_implied_median"":0.69898,""sigma_pool"":0.584437,""sigma_capped_to"":null}",0.6989801163285125,0.8737251454106407,0.0106,yfinance,0.0,0.03595,0.382337,0.44904,True,0.500402,0.442664,0.442664,1.0005766104563296,False,0.382337,0.382337,0.382337,0.382337,simple_ito_fallback,-0.94552,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.442664,0.44136949999999997,0.057738,0.03495583050847458,0.046161,0.23103888045126092,0.2893874540157763,0.33706643852416956,0.39174738300206263,0.476022349910879,"{""e"":[0.186204,0.204375,0.222547,0.240719,0.258891,0.277062,0.295234,0.313406,0.331577,0.349749,0.367921,0.386093,0.404264,0.422436,0.440608,0.458779,0.476951,0.495123,0.513295,0.531466,0.549638],""c"":[5,6,14,25,28,30,38,44,38,29,30,23,20,24,15,7,9,2,4,1]}",0.382337,0.11806500000000003,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1316;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.14496090359786817,mean_reversion,False,incomplete_regime,90.0,59.0,weighted_empirical,-0.1315883246993978,0.382337,simple_ito_fallback,2,short_favorable_positive,0.382337,,,simple_ito,0.49735625,0.5968275,0.5,0.5968275,bucket_1,,False,False
AMZU,AMZN,False,,letf_long,1.994394,501,posterior.nominal_L,0.006918982151265192,0.02604551846325284,1.0,ok,2.0,240.0,nominal_L,0.049527999999999996,300000,0.049527999999999996,False,False,45.22999954223633,0.049527999999999996,1.0,False,,True,False,False,False,False,False,False,False,0.579494,0.609355,0.202447,0.210476,0.290561,0.305534,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":2,""sigma_real_implied_median"":0.451841,""sigma_pool"":0.290561,""sigma_capped_to"":null}",0.45184131971385,0.5648016496423125,0.0099,yfinance,0.0,0.03595,0.129366,0.138216,True,0.202447,0.152919,0.152919,1.0000015271380747,False,0.129366,0.129366,0.129366,0.129366,simple_ito_fallback,-2.036681,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.152919,0.1659065,0.049527999999999996,0.06663460344827586,0.056244,0.0032204165842478604,0.046952678847764134,0.06708791547049087,0.08374119795491805,0.10494668239918759,"{""e"":[-0.04444,-0.036209,-0.027978,-0.019747,-0.011516,-0.003285,0.004946,0.013177,0.021408,0.029639,0.03787,0.046101,0.054332,0.062563,0.070794,0.079025,0.087256,0.095487,0.103718,0.111949,0.12018],""c"":[2,1,3,2,3,8,9,9,16,20,21,28,44,53,41,57,35,20,9,11]}",0.129366,0.07308099999999998,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0831;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.04953408099674923,none,False,ok,90.0,58.0,weighted_empirical,-0.08308737799699456,0.129366,simple_ito_fallback,2,short_favorable_positive,0.129366,,,simple_ito,0.4985985,0.5983182,0.5,0.5983182,bucket_1,,False,False
ASMU,ASML,False,,letf_long,1.994418,60,posterior.nominal_L,0.008737829824185334,0.04942956608133945,1.0,ok,2.0,240.0,nominal_L,0.147567,20000,0.147567,False,False,29.0,0.147567,1.0,False,,True,False,False,False,False,False,False,False,0.90974,0.956368,0.353309,0.346587,0.38767,0.396264,"{""method"":""weighted_median"",""n_probes"":3,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.571563,""sigma_pool"":0.38767,""sigma_capped_to"":null}",0.5715628658656052,0.7144535823320065,0.0097,yfinance,0.0,0.03595,0.194481,0.201162,True,0.232297,0.20574199999999998,0.08473,1.1766272741744352,False,0.194481,0.194481,0.194481,0.194481,simple_ito_fallback,-1.629028,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.20574199999999998,0.273895,0.147567,0.10014280769230768,0.0889415,-0.0721030464257653,0.01913040107597272,0.0907835937644087,0.1578724046809724,0.2517978741188251,"{""e"":[-0.109018,-0.088124,-0.06723,-0.046336,-0.025441,-0.004547,0.016347,0.037242,0.058136,0.07903,0.099925,0.120819,0.141713,0.162607,0.183502,0.204396,0.22529,0.246185,0.267079,0.287973,0.308868],""c"":[8,12,11,19,11,27,32,23,34,29,46,26,24,29,13,18,10,13,4,3]}",0.194481,0.158828,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1670;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.009368064463295528,none,False,ok,90.0,52.0,weighted_empirical,-0.16702197106154967,0.194481,simple_ito_fallback,2,short_favorable_positive,0.194481,,,simple_ito,0.4986045,0.5983254,0.5,0.5983254,bucket_1,,False,False
AVL,AVGO,False,,letf_long,1.990913,394,posterior.nominal_L,0.015108019828125641,0.06602932823688645,1.0,ok,2.0,240.0,nominal_L,0.036221,20000,0.036221,False,False,62.03010177612305,0.036221,1.0,False,,True,False,False,False,False,False,False,False,0.81814,0.851719,0.354369,0.37504,0.412437,0.427803,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.569009,""sigma_pool"":0.412437,""sigma_capped_to"":null}",0.5690094561378635,0.7112618201723293,0.01,yfinance,0.0,0.03595,0.213416,0.226152,True,0.354369,0.318148,0.318148,0.9963633056214507,False,0.213416,0.213416,0.213416,0.213416,simple_ito_fallback,-1.53083,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.318148,0.2838925,0.036221,0.059827525423728815,0.051368,0.07203465139254588,0.12461929174458805,0.16345735568110537,0.19618727115526963,0.24672495928757537,"{""e"":[0.040381,0.051932,0.063482,0.075033,0.086584,0.098134,0.109685,0.121236,0.132786,0.144337,0.155888,0.167439,0.178989,0.19054,0.202091,0.213641,0.225192,0.236743,0.248294,0.259844,0.271395],""c"":[7,3,9,15,15,18,23,26,29,25,45,33,35,31,20,14,14,16,9,5]}",0.213416,0.140953,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1663;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.02513415690867556,none,False,ok,90.0,59.0,weighted_empirical,-0.16627604759392012,0.213416,simple_ito_fallback,2,short_favorable_positive,0.213416,,,simple_ito,0.49772825,0.5972738999999999,0.5,0.5972738999999999,bucket_1,,False,False
BOEU,BA,False,,letf_long,1.997281,262,posterior.nominal_L,0.006814011736055529,0.050222025076775194,1.0,ok,2.0,240.0,nominal_L,0.050954,20000,0.050954,False,False,42.040000915527344,0.050954,1.0,False,,True,False,False,False,False,False,False,False,0.585222,0.616474,0.200504,0.201444,0.293485,0.308657,"{""method"":""weighted_median"",""n_probes"":3,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.438294,""sigma_pool"":0.293485,""sigma_capped_to"":null}",0.438293881581147,0.5478673519764338,0.0106,yfinance,0.0,0.03595,0.132235,0.141333,True,0.200504,0.14955,0.14955,0.9983792909558148,False,0.132235,0.132235,0.132235,0.132235,simple_ito_fallback,-2.019092,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.14955,0.1663695,0.050954,0.06105685,0.053240499999999996,-0.010734636995903069,0.0427397309158043,0.07290262831234343,0.10813178293011234,0.15263447649174042,"{""e"":[-0.029086,-0.018422,-0.007757,0.002907,0.013572,0.024236,0.034901,0.045565,0.05623,0.066894,0.077559,0.088223,0.098888,0.109552,0.120217,0.130881,0.141546,0.15221,0.162875,0.173539,0.184204],""c"":[12,6,8,14,13,28,21,35,33,39,26,32,30,22,22,20,13,7,3,8]}",0.132235,0.068269,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0712;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.006230722337965266,none,False,ok,90.0,60.0,weighted_empirical,-0.07118178758903093,0.132235,simple_ito_fallback,2,short_favorable_positive,0.132235,,,simple_ito,0.49932025,0.5991843,0.5,0.5991843,bucket_1,,False,False
BABU,BABA,False,,letf_long,2.006975,59,posterior.nominal_L,0.009949042407594593,0.05462470170234532,1.0,ok,2.0,240.0,nominal_L,0.059251,20000,0.059251,False,False,16.495500564575195,0.059251,1.0,False,,True,False,False,False,False,False,False,False,0.690544,0.768505,0.281109,0.259193,0.414712,0.432383,"{""method"":""weighted_median"",""n_probes"":5,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.52759,""sigma_pool"":0.414712,""sigma_capped_to"":null}",0.5275904476056221,0.6594880595070276,0.0097,yfinance,0.0,0.03595,0.21969,0.234816,True,0.23407,0.221858,0.174819,0.8296650415952611,False,0.21969,0.21969,0.21969,0.21969,simple_ito_fallback,-1.52597,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.221858,0.2503995,0.059251,0.06566933333333334,0.053757,-0.04785731714273338,0.08089123700414799,0.15858765325111324,0.24770408330408555,0.3593506858101017,"{""e"":[-0.184238,-0.153041,-0.121845,-0.090648,-0.059452,-0.028255,0.002941,0.034138,0.065334,0.096531,0.127728,0.158924,0.190121,0.221317,0.252514,0.28371,0.314907,0.346103,0.3773,0.408496,0.439693],""c"":[2,4,3,7,7,20,15,27,25,45,41,43,30,31,28,24,20,11,4,5]}",0.21969,0.061419,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0432;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.09913009070583108,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,48.0,weighted_empirical,-0.04317018433522957,0.21969,simple_ito_fallback,2,short_favorable_positive,0.21969,,,simple_ito,0.50174375,0.6020925,0.50174375,0.6020925,bucket_1,,False,False
BRKU,BRK-B,False,,letf_long,1.98474,351,posterior.nominal_L,0.008755246817046227,0.03446255099790705,1.0,ok,2.0,240.0,nominal_L,0.069618,150000,0.069618,False,False,21.360000610351562,0.069618,1.0,False,,True,False,False,False,False,False,False,False,0.264504,0.277593,0.136308,0.136333,0.133269,0.139864,"{""method"":""weighted_median"",""n_probes"":3,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.373476,""sigma_pool"":0.133269,""sigma_capped_to"":null}",0.37347631903656725,0.4668453987957091,0.0102,yfinance,0.0,0.03595,0.062958,0.064718,True,0.136308,0.06669000000000001,0.06669000000000001,0.9999988088663132,False,0.062958,0.062958,0.062958,0.062958,simple_ito_fallback,-2.742251,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.06669000000000001,0.099633,0.069618,0.08992701818181816,0.081584,-0.10803054522767216,-0.04990387170258334,-0.026926441827322234,-0.001985477321839676,0.028444211062343464,"{""e"":[-0.170057,-0.159289,-0.148521,-0.137753,-0.126986,-0.116218,-0.10545,-0.094683,-0.083915,-0.073147,-0.062379,-0.051612,-0.040844,-0.030076,-0.019309,-0.008541,0.002227,0.012995,0.023762,0.03453,0.045298],""c"":[3,1,2,4,1,8,7,10,14,18,25,36,54,45,43,43,27,30,11,10]}",0.062958,0.07335000000000001,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0737;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.006903522729088167,none,False,ok,90.0,55.0,weighted_empirical,-0.07374922200014757,0.062958,simple_ito_fallback,2,short_favorable_positive,0.062958,,,simple_ito,0.496185,0.595422,0.5,0.595422,bucket_1,,False,True
CONX,COIN,False,,letf_long,2.001842,116,posterior.nominal_L,0.012577226798506067,0.08625064706713786,1.0,ok,2.0,240.0,nominal_L,0.11148300000000001,55000,0.11148300000000001,False,False,9.790200233459473,0.11148300000000001,1.0,False,,True,False,False,False,False,False,False,False,1.424207,1.4664,0.693492,0.676049,0.690603,0.734266,"{""method"":""weighted_median"",""n_probes"":8,""n_outliers_dropped"":3,""sigma_real_implied_median"":0.839955,""sigma_pool"":0.690603,""sigma_capped_to"":null}",0.8399546771587431,1.049943346448429,0.0097,yfinance,0.0,0.03595,0.523967,0.586353,True,0.602002,0.582009,0.49051900000000004,1.0301841378564534,False,0.523967,0.523967,0.523967,0.523967,simple_ito_fallback,-0.649087,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.582009,0.6087294999999999,0.11148300000000001,0.13877870588235294,0.151355,0.21989261819563102,0.3115260362314264,0.38696424564256204,0.4587550240286901,0.5625115484237878,"{""e"":[0.156548,0.182344,0.20814,0.233936,0.259733,0.285529,0.311325,0.337121,0.362917,0.388714,0.41451,0.440306,0.466102,0.491899,0.517695,0.543491,0.569287,0.595084,0.62088,0.646676,0.672472],""c"":[3,7,12,14,23,35,44,25,36,38,37,28,25,17,17,17,5,3,1,5]}",0.523967,0.16952500000000004,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1761;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.16729791881436382,mean_reversion,False,incomplete_regime,90.0,51.0,weighted_empirical,-0.17608306018275388,0.523967,simple_ito_fallback,2,short_favorable_positive,0.523967,,,simple_ito,0.5004605,0.6005526,0.5004605,0.6005526,bucket_1,,False,False
CSCL,CSCO,False,,letf_long,2.002224,219,posterior.nominal_L,0.03175271117681377,0.04538292167200436,1.0,ok,2.0,240.0,nominal_L,0.096454,15000,0.096454,False,False,44.349998474121094,0.096454,1.0,False,,True,False,False,False,True,False,False,False,0.478625,0.542872,0.159375,0.186779,0.239047,0.271134,"{""method"":""weighted_median"",""n_probes"":2,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.398553,""sigma_pool"":0.239047,""sigma_capped_to"":null}",0.39855326022972104,0.4981915752871513,0.0107,yfinance,0.0,0.03595,0.104064,0.120489,True,0.152132,0.06292099999999999,0.05567799999999999,0.9999986617348806,False,0.104064,0.104064,0.104064,0.104064,simple_ito_fallback,-2.266082,0.0,480.0,252.0,2026-05-08,letf,True,blended_realized_expected,0.06292099999999999,0.1317195,0.096454,0.08733598333333333,0.095124,-0.06472597316303606,-0.020723722875895956,0.015014820548913288,0.041526502470492166,0.0916694762814285,"{""e"":[-0.091088,-0.080627,-0.070166,-0.059706,-0.049245,-0.038784,-0.028323,-0.017863,-0.007402,0.003059,0.013519,0.02398,0.034441,0.044902,0.055362,0.065823,0.076284,0.086744,0.097205,0.107666,0.118126],""c"":[5,5,14,14,14,22,25,30,29,35,30,48,33,25,11,19,8,11,8,6]}",0.104064,0.055310999999999985,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0823;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.05275812645127149,mean_reversion,False,incomplete_regime,90.0,60.0,weighted_empirical,-0.08227143195401117,0.104064,simple_ito_fallback,2,short_favorable_positive,0.104064,,,simple_ito,0.500556,0.6006672,0.500556,0.6006672,bucket_1,,False,False
