ETF,Underlying,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_n_obs,Delta_source,Delta_se,Delta_resid_sigma_annual,Delta_horizon_chosen,Delta_quality,Delta_prior_mu,Delta_prior_tau,Delta_prior_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,vol_underlying_annual_legacy,vol_underlying_source,sigma_realized_implied_annual,sigma_cap_annual,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,vol_ratio_value,vol_ratio_outlier,expected_gross_decay_p10_annual,expected_gross_decay_p50_annual,expected_gross_decay_p90_annual,expected_gross_decay_mean_annual,expected_gross_decay_dist_model,expected_logIV_mu_annual,expected_logIV_sigma_annual,expected_gross_decay_dist_n_obs,expected_gross_decay_dist_horizon_days,asof_date,product_class,underlying_sector,expected_decay_available,gross_edge_definition,primary_edge_annual,gross_for_primary_annual,borrow_for_net_annual,borrow_avg_annual,borrow_median_60d,net_edge_p05_annual,net_edge_p25_annual,net_edge_p50_annual,net_edge_p75_annual,net_edge_p95_annual,net_edge_hist_json,mechanical_decay_annual,realized_tracking_component_annual,slippage_proxy_annual,income_distributions_annual,block_len,B_reps,annualization_key,hac_lag,sigma_b_annual,stress_borrow_rho,copula_note,copula_type,borrow_dispersion_type,regime_autocorr_und_21d_proxy,regime_warning,high_intraday_risk,decomposition_note,borrow_weight_halflife_days,borrow_history_points_used,borrow_resample_mode,gross_anchor_shift_annual,gross_anchor_target_annual,gross_anchor_source,gross_blend_method,gross_sigma_forward_annual,gross_sigma_realized_annual,gross_blend_weight_forward,gross_realized_mean_annual,und_rv_20d_daily_annual,und_rv_20d_weekly_annual,und_trend_ratio_20d,und_vcr_20d,und_return_20d,und_abs_return_20d_pctile,und_rv_20d_pctile,und_trend_ratio_20d_pctile,und_vcr_20d_pctile,und_vcr_20d_median,und_vol_shape_20d,und_rv_60d_daily_annual,und_rv_60d_weekly_annual,und_trend_ratio_60d,und_vcr_60d,und_return_60d,und_abs_return_60d_pctile,und_rv_60d_pctile,und_trend_ratio_60d_pctile,und_vcr_60d_pctile,und_vcr_60d_median,und_vol_shape_60d,und_vol_shape_price_basis,schema_v,edge_sign_convention,expected_gross_decay_simple_ito_annual,expected_gross_decay_adjusted_annual,expected_decay_adjustment_annual,expected_decay_model,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,purgatory,strategy_blacklisted
AAPU,AAPL,False,,letf_long,1.997224,500,posterior.nominal_L,0.012236273107640387,0.026699464604961226,1,ok,2.0,240.0,nominal_L,0.082617,100000,0.082617,False,False,37.560001373291016,0.082617,1.0,False,,False,False,0.443977,0.16251,0.222735,0.227327,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":2,""sigma_real_implied_median"":0.424119,""sigma_pool"":0.222735,""sigma_capped_to"":null}",0.42411886628685835,0.5301485828585729,0.0096,yfinance,0.0,0.03618,0.095084,True,0.16251,0.07989299999999999,0.9980337544752492,False,0.095084,0.095084,0.095084,0.095084,simple_ito_fallback,-2.348826,0.0,479.0,252.0,2026-06-19,letf,mega-cap-tech,True,blended_realized_expected,0.07989299999999999,0.128797,0.082617,,,-0.01466605316578091,0.0007160394843430881,0.010849781201319061,0.023736889370247545,0.04343782211879416,"{""e"":[-0.029951,-0.025229,-0.020507,-0.015785,-0.011064,-0.006342,-0.00162,0.003102,0.007823,0.012545,0.017267,0.021989,0.026711,0.031432,0.036154,0.040876,0.045598,0.050319,0.055041,0.059763,0.064485],""c"":[4,6,6,14,14,31,43,51,42,42,29,35,20,21,9,11,5,5,1,3]}",0.095084,0.06742599999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0789;borrow_point_in_time,empirical_block_marginal,deferred,-0.23539871830091597,mean_reversion,False,incomplete_regime,,,point_in_time,-0.07894285164231882,0.095084,simple_ito_fallback,anchor_shift_fallback,,0.01876840169249552,,0.17402685164231882,0.242886,0.21996,0.905612,0.294407,-0.014127,0.153846,0.5842,0.309771,0.490644,0.296749,quiet_chop,0.236544,0.219272,0.926979,0.103468,0.170048,0.85034,0.580499,0.276644,0.072562,0.178209,choppy_volatile,underlying_total_return,2,short_favorable_positive,0.095084,,,simple_ito,0.499306,0.5991672,0.5,0.5991672,bucket_1,,False,True,False
AMUU,AMD,False,,letf_long,1.986864,303,posterior.nominal_L,0.01319512414814971,0.08365918958600788,1,ok,2.0,240.0,nominal_L,0.041757999999999997,35000,0.041757999999999997,False,False,252.5399932861328,0.041757999999999997,1.0,False,,False,False,1.237221,0.510817,0.620932,0.673258,"{""method"":""weighted_median"",""n_probes"":7,""n_outliers_dropped"":3,""sigma_real_implied_median"":0.70339,""sigma_pool"":0.620932,""sigma_capped_to"":null}",0.7033901695613536,0.879237711951692,0.0106,yfinance,0.0,0.03618,0.424298,True,0.510817,0.46905899999999995,1.0028479707959266,False,0.424298,0.424298,0.424298,0.424298,simple_ito_fallback,-0.837507,0.0,479.0,252.0,2026-06-19,letf,semis,True,blended_realized_expected,0.46905899999999995,0.46755749999999996,0.041757999999999997,,,0.2725640640677277,0.3325822018590267,0.378228476620766,0.425838248469707,0.5109050432107745,"{""e"":[0.23174,0.24859,0.26544,0.28229,0.29914,0.315991,0.332841,0.349691,0.366541,0.383391,0.400241,0.417091,0.433942,0.450792,0.467642,0.484492,0.501342,0.518192,0.535042,0.551892,0.568743],""c"":[5,7,10,12,31,33,32,40,40,40,34,19,30,16,12,9,9,4,7,2]}",0.424298,0.08651899999999996,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1076;borrow_point_in_time,empirical_block_marginal,deferred,-0.14252051447368702,mean_reversion,False,incomplete_regime,,,point_in_time,-0.10755659492839892,0.424298,simple_ito_fallback,anchor_shift_fallback,,0.07128053422943609,,0.5318545949283989,0.815268,0.667222,0.818409,0.250546,0.182832,0.742204,0.83368,0.31185,0.234927,0.312979,choppy_volatile,0.834385,0.804751,0.964484,0.175804,0.961874,0.99093,1.0,0.45805,0.37415,0.266239,volatile_mixed,underlying_total_return,2,short_favorable_positive,0.424298,,,simple_ito,0.496716,0.5960592,0.5,0.5960592,bucket_1,,False,False,False
AMZU,AMZN,False,,letf_long,1.996655,500,posterior.nominal_L,0.006454821067228004,0.025900708163284512,1,ok,2.0,240.0,nominal_L,0.04176,200000,0.04176,False,False,35.43000030517578,0.04176,1.0,False,,False,False,0.574888,0.207282,0.287926,0.305269,"{""method"":""weighted_median"",""n_probes"":7,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.439441,""sigma_pool"":0.287926,""sigma_capped_to"":null}",0.43944103193682793,0.5493012899210349,0.0099,yfinance,0.0,0.03618,0.128445,True,0.207282,0.165522,0.9999984561712371,False,0.128445,0.128445,0.128445,0.128445,simple_ito_fallback,-2.04723,0.0,479.0,252.0,2026-06-19,letf,mega-cap-tech,True,blended_realized_expected,0.165522,0.1678635,0.04176,,,0.06061923775578122,0.07527207522838193,0.08560441589175563,0.0973778108395706,0.11474084743299927,"{""e"":[0.051077,0.054822,0.058567,0.062312,0.066057,0.069802,0.073547,0.077292,0.081037,0.084782,0.088527,0.092272,0.096017,0.099762,0.103507,0.107252,0.110997,0.114742,0.118487,0.122232,0.125977],""c"":[3,6,11,14,16,33,30,35,39,35,35,31,24,16,24,11,13,8,5,3]}",0.128445,0.07883699999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0891;borrow_point_in_time,empirical_block_marginal,deferred,0.09930937637332377,momentum_incomparable_to_vol_drag,False,incomplete_regime,,,point_in_time,-0.08914930134416654,0.128445,simple_ito_fallback,anchor_shift_fallback,,0.016243582927645765,,0.21759430134416655,0.328091,0.347503,1.059168,0.145639,-0.081002,0.659044,0.671518,0.648649,0.002079,0.300488,quiet_trend,0.312697,0.361019,1.154535,0.127729,0.164888,0.732426,0.587302,0.791383,0.111111,0.237513,quiet_trend,underlying_total_return,2,short_favorable_positive,0.128445,,,simple_ito,0.49916375,0.5989965,0.5,0.5989965,bucket_1,,False,False,False
ASMU,ASML,False,,letf_long,1.994971,88,posterior.nominal_L,0.01000242424819712,0.08969631006187273,1,ok,2.0,240.0,nominal_L,0.07635,10000,0.07635,False,False,40.88999938964844,0.07635,1.0,False,,False,False,0.993199,0.388888,0.427079,0.431839,"{""method"":""weighted_median"",""n_probes"":3,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.589738,""sigma_pool"":0.427079,""sigma_capped_to"":null}",0.5897381146608169,0.7371726433260212,0.0097,yfinance,0.0,0.03618,0.226721,True,0.283351,0.312538,1.1657125431420556,False,0.226721,0.226721,0.226721,0.226721,simple_ito_fallback,-1.476476,0.0,479.0,252.0,2026-06-19,letf,semis,True,blended_realized_expected,0.312538,0.30780450000000004,0.07635,,,-0.08216316525458424,0.06001520728522751,0.1429560311596016,0.25544797747549297,0.3713244047125229,"{""e"":[-0.158923,-0.127504,-0.096084,-0.064665,-0.033245,-0.001826,0.029594,0.061013,0.092433,0.123852,0.155271,0.186691,0.21811,0.24953,0.280949,0.312369,0.343788,0.375208,0.406627,0.438047,0.469466],""c"":[5,7,10,10,15,24,26,37,41,35,26,30,25,36,22,15,12,5,8,3]}",0.226721,0.162167,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1552;borrow_point_in_time,empirical_block_marginal,deferred,-0.10251480238267513,mean_reversion,False,incomplete_regime,,,point_in_time,-0.15516476632277326,0.226721,simple_ito_fallback,anchor_shift_fallback,,0.13913700880530497,,0.38188576632277327,0.589038,0.444479,0.754584,0.300985,0.219015,0.933472,0.85447,0.322245,0.47817,0.31013,choppy_volatile,0.550288,0.406596,0.738879,0.114956,0.323478,0.909297,0.927438,0.147392,0.047619,0.208735,choppy_volatile,underlying_total_return,2,short_favorable_positive,0.226721,,,simple_ito,0.49874275,0.5984913,0.5,0.5984913,bucket_1,,False,False,False
AVL,AVGO,False,,letf_long,1.995801,422,posterior.nominal_L,0.01803106339364765,0.07207310223757125,1,ok,2.0,240.0,nominal_L,0.03508,150000,0.03508,False,False,52.88999938964844,0.03508,1.0,False,,False,False,0.880153,0.372528,0.441552,0.462372,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.587984,""sigma_pool"":0.441552,""sigma_capped_to"":null}",0.5879839292594907,0.7349799115743634,0.01,yfinance,0.0,0.03618,0.23977,True,0.372528,0.337448,0.9987552643998235,False,0.23977,0.23977,0.23977,0.23977,simple_ito_fallback,-1.421766,0.0,479.0,252.0,2026-06-19,letf,semis,True,blended_realized_expected,0.337448,0.306149,0.03508,,,0.11976854816446972,0.16446010706352038,0.20414452626578958,0.24027130491433235,0.2912961487503914,"{""e"":[0.078774,0.091433,0.104092,0.116751,0.12941,0.142069,0.154728,0.167387,0.180046,0.192705,0.205364,0.218023,0.230682,0.243341,0.256,0.268659,0.281318,0.293977,0.306636,0.319295,0.331954],""c"":[3,3,7,12,18,31,30,29,26,39,38,33,32,26,19,18,14,4,5,5]}",0.23977,0.13275800000000001,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1532;borrow_point_in_time,empirical_block_marginal,deferred,0.15196613532847011,none,False,ok,,,point_in_time,-0.15324521707123276,0.23977,simple_ito_fallback,anchor_shift_fallback,,0.05525522325943504,,0.39301521707123277,0.730717,0.386122,0.528415,0.427047,-0.015463,0.118503,0.860707,0.076923,0.723493,0.307973,choppy_volatile,0.556101,0.466909,0.839611,0.245779,0.256482,0.721088,0.630385,0.213152,0.535147,0.239452,quiet_chop,underlying_total_return,2,short_favorable_positive,0.23977,,,simple_ito,0.49895025,0.5987403,0.5,0.5987403,bucket_1,,False,False,False
BOEU,BA,False,,letf_long,1.99372,290,posterior.nominal_L,0.009983435956236918,0.0518234543817068,1,ok,2.0,240.0,nominal_L,0.056521,10000,0.056521,False,False,36.37900161743164,0.056521,1.0,False,,False,False,0.611338,0.19824,0.307751,0.32266,"{""method"":""weighted_median"",""n_probes"":3,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.442122,""sigma_pool"":0.307751,""sigma_capped_to"":null}",0.4421215667495081,0.5526519584368851,0.0106,yfinance,0.0,0.03618,0.140373,True,0.19824,0.14171899999999998,0.9963633714500725,False,0.140373,0.140373,0.140373,0.140373,simple_ito_fallback,-1.954007,0.0,479.0,252.0,2026-06-19,letf,industrials,True,blended_realized_expected,0.14171899999999998,0.1693065,0.056521,,,0.009930051661446015,0.0539696007446887,0.0864215573489809,0.11448227786648008,0.154172395402471,"{""e"":[-0.009905,7.7e-05,0.010059,0.020042,0.030024,0.040007,0.049989,0.059971,0.069954,0.079936,0.089919,0.099901,0.109883,0.119866,0.129848,0.139831,0.149813,0.159795,0.169778,0.17976,0.189743],""c"":[7,10,12,12,23,24,27,30,33,34,33,40,30,27,14,13,10,6,4,3]}",0.140373,0.057867,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0581;borrow_point_in_time,empirical_block_marginal,deferred,-0.0605539362908176,mean_reversion,False,incomplete_regime,,,point_in_time,-0.05805701050849371,0.140373,simple_ito_fallback,anchor_shift_fallback,,0.04455451263969858,,0.1984300105084937,0.385247,0.219889,0.570773,0.29228,0.002338,0.02079,0.765073,0.095634,0.52183,0.285088,quiet_chop,0.37976,0.317378,0.835735,0.100263,0.12566,0.562358,0.829932,0.154195,0.176871,0.174785,choppy_volatile,underlying_total_return,2,short_favorable_positive,0.140373,,,simple_ito,0.49843,0.598116,0.5,0.598116,bucket_1,,False,False,False
BABU,BABA,False,,letf_long,2.008386,87,posterior.nominal_L,0.012303804441883845,0.054383509098565846,1,ok,2.0,240.0,nominal_L,0.176015,100000,0.176015,False,False,9.510000228881836,0.176015,1.0,False,,False,False,0.783471,0.263247,0.418651,0.437774,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.711477,""sigma_pool"":0.418651,""sigma_capped_to"":null}",0.711476673000911,0.8893458412511388,0.0097,yfinance,0.0,0.03618,0.223663,True,0.237329,0.087232,0.9318019340463075,False,0.223663,0.223663,0.223663,0.223663,simple_ito_fallback,-1.51015,0.0,479.0,252.0,2026-06-19,letf,china,True,blended_realized_expected,0.087232,0.243455,0.176015,,,-0.09983927335979968,-0.015425690175534593,0.04681975884731207,0.11511650478490983,0.19474580772865635,"{""e"":[-0.153275,-0.132385,-0.111495,-0.090605,-0.069715,-0.048825,-0.027935,-0.007045,0.013845,0.034735,0.055626,0.076516,0.097406,0.118296,0.139186,0.160076,0.180966,0.201856,0.222746,0.243636,0.264526],""c"":[8,5,8,17,16,22,37,32,26,43,35,29,23,29,16,22,9,4,9,2]}",0.223663,0.03958400000000001,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0516;borrow_point_in_time,empirical_block_marginal,deferred,-0.05355128549276287,mean_reversion,False,incomplete_regime,,,point_in_time,-0.051639569036955435,0.223663,simple_ito_fallback,anchor_shift_fallback,,0.09402699859300555,,0.27530256903695544,0.32643,0.463978,1.421372,0.211717,-0.218436,0.866944,0.2079,0.950104,0.172557,0.307793,boiling_trend,0.408207,0.396787,0.972023,0.155956,-0.149241,0.460317,0.331066,0.47619,0.238095,0.185114,quiet_mixed,underlying_total_return,2,short_favorable_positive,0.223663,,,simple_ito,0.5020965,0.6025157999999999,0.5020965,0.6025157999999999,bucket_1,,False,True,False
BRKU,BRK-B,False,,letf_long,1.983765,379,posterior.nominal_L,0.009029818558268465,0.036766235435976985,1,ok,2.0,240.0,nominal_L,0.047123,85000,0.047123,False,False,22.106000900268555,0.047123,1.0,False,,False,False,0.264577,0.135192,0.136171,0.143665,"{""method"":""weighted_median"",""n_probes"":4,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.364791,""sigma_pool"":0.136171,""sigma_capped_to"":null}",0.3647913828189208,0.45598922852365104,0.0102,yfinance,0.0,0.03618,0.063886,True,0.135192,0.08806900000000001,0.9794386486904241,False,0.063886,0.063886,0.063886,0.063886,simple_ito_fallback,-2.726136,0.0,479.0,252.0,2026-06-19,letf,,True,blended_realized_expected,0.08806900000000001,0.099539,0.047123,,,-0.0323827473810838,-0.0035123971122304753,0.01694147034753106,0.03586046105982318,0.06757269467014378,"{""e"":[-0.045704,-0.039298,-0.032892,-0.026487,-0.020081,-0.013675,-0.007269,-0.000863,0.005543,0.011949,0.018355,0.024761,0.031166,0.037572,0.043978,0.050384,0.05679,0.063196,0.069602,0.076008,0.082414],""c"":[6,9,9,16,17,20,34,26,30,34,36,33,34,26,18,13,8,15,5,3]}",0.063886,0.07130600000000001,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0748;borrow_point_in_time,empirical_block_marginal,deferred,0.0627209649180905,none,False,ok,,,point_in_time,-0.07481914709557011,0.063886,simple_ito_fallback,anchor_shift_fallback,,0.0288373210078916,,0.1387051470955701,0.128058,0.065093,0.508308,0.296792,0.017643,0.355509,0.29106,0.08316,0.536383,0.289381,quiet_chop,0.123485,0.104083,0.842881,0.106394,0.020913,0.349206,0.031746,0.337868,0.07483,0.205086,quiet_chop,underlying_total_return,2,short_favorable_positive,0.063886,,,simple_ito,0.49594125,0.5951295,0.5,0.5951295,bucket_1,,False,True,True
CONX,COIN,False,,letf_long,2.002505,144,posterior.nominal_L,0.009541029935926081,0.07771122172601659,1,ok,2.0,240.0,nominal_L,0.131133,9000,0.131133,False,False,6.559999942779541,0.131133,1.0,False,,False,False,1.413574,0.659751,0.68216,0.703838,"{""method"":""weighted_median"",""n_probes"":9,""n_outliers_dropped"":3,""sigma_real_implied_median"":0.845145,""sigma_pool"":0.68216,""sigma_capped_to"":null}",0.8451447201362252,1.0564309001702816,0.0097,yfinance,0.0,0.03618,0.513063,True,0.596885,0.528618,1.034805407341413,False,0.513063,0.513063,0.513063,0.513063,simple_ito_fallback,-0.67111,0.0,479.0,252.0,2026-06-19,letf,crypto-equity,True,blended_realized_expected,0.528618,0.586407,0.131133,,,0.23288032235923772,0.32142481094487124,0.38602946783083614,0.4405072360386533,0.520277880713547,"{""e"":[0.193151,0.213005,0.232859,0.252713,0.272567,0.292421,0.312275,0.332128,0.351982,0.371836,0.39169,0.411544,0.431398,0.451252,0.471106,0.49096,0.510814,0.530668,0.550521,0.570375,0.590229],""c"":[8,8,8,12,23,24,32,20,35,46,30,29,35,31,17,14,7,5,6,2]}",0.513063,0.14668799999999993,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1523;borrow_point_in_time,empirical_block_marginal,deferred,-0.059300003633912114,mean_reversion,False,incomplete_regime,,,point_in_time,-0.15230091720407857,0.513063,simple_ito_fallback,anchor_shift_fallback,,0.0873486550440055,,0.6653639172040786,0.641162,0.422031,0.658228,0.168523,-0.158447,0.525988,0.31185,0.164241,0.045738,0.272141,quiet_chop,0.649901,0.490414,0.754598,0.067608,-0.103374,0.151927,0.235828,0.081633,0.002268,0.221623,quiet_chop,underlying_total_return,2,short_favorable_positive,0.513063,,,simple_ito,0.50062625,0.6007515,0.50062625,0.6007515,bucket_1,,False,False,False
CSCL,CSCO,False,,letf_long,1.997853,247,posterior.nominal_L,0.029686266411888994,0.05681546765853721,1,ok,2.0,240.0,nominal_L,0.110924,20000,0.110924,False,False,64.79199981689453,0.110924,1.0,False,,False,False,0.537472,0.167646,0.269025,0.312178,"{""method"":""weighted_median"",""n_probes"":2,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.410106,""sigma_pool"":0.269025,""sigma_capped_to"":null}",0.41010640013323696,0.5126330001665462,0.0107,yfinance,0.0,0.03618,0.118944,True,0.16668,0.056721999999999995,0.9999992495893788,False,0.118944,0.118944,0.118944,0.118944,simple_ito_fallback,-2.125879,0.0,479.0,252.0,2026-06-19,letf,,True,blended_realized_expected,0.056721999999999995,0.143295,0.110924,,,-0.07254918384610164,-0.025812238495888727,0.005104700637695539,0.04066515758207695,0.09584234056525853,"{""e"":[-0.092464,-0.080364,-0.068264,-0.056164,-0.044064,-0.031964,-0.019864,-0.007764,0.004336,0.016436,0.028537,0.040637,0.052737,0.064837,0.076937,0.089037,0.101137,0.113237,0.125337,0.137437,0.149537],""c"":[10,11,13,23,27,38,29,41,44,33,27,26,24,16,11,6,4,3,3,3]}",0.118944,0.048701999999999995,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0870;borrow_point_in_time,empirical_block_marginal,deferred,0.06400074076712915,momentum_incomparable_to_vol_drag,False,incomplete_regime,,,point_in_time,-0.08703068517558946,0.118944,simple_ito_fallback,anchor_shift_fallback,,0.05114944028098173,,0.20597468517558945,0.410879,0.424342,1.032766,0.329744,0.044387,0.463617,0.87526,0.530146,0.530146,0.31854,volatile_mixed,0.428705,0.482428,1.125313,0.361841,0.396336,0.950113,0.984127,0.68254,0.732426,0.30742,boiling_trend,underlying_total_return,2,short_favorable_positive,0.118944,,,simple_ito,0.49946325,0.5993559,0.5,0.5993559,bucket_1,,False,True,False
