symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,14776.6725251712,14776.6725251712,1
FAZ,flow_program,10516.4162632,10516.4162632,1
DUST,flow_program,10231.2723168,10231.2723168,1
SDS,flow_program,9132.0604501,9132.0604501,1
LABD,flow_program,8215.89846525,8215.89846525,1
ZSL,flow_program,7241.5216457999995,7241.5216457999995,1
SQQQ,flow_program,7048.36615392,7048.36615392,1
TSLQ,flow_program,6936.7901515,6936.7901515,1
NVDQ,flow_program,5280.516486959999,5280.516486959999,1
SOXS,flow_program,2431.2285349,2431.2285349,1
EWV,flow_program,1900.2078254432001,1900.2078254432001,1
TSYY,flow_program,-59.49121464,59.49121464,1
NVYY,flow_program,-71.18901720000001,71.18901720000001,1
TQQY,flow_program,-351.34796339999997,351.34796339999997,1
