symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,14582.5239597912,14582.5239597912,1
DUST,flow_program,13208.7507408,13208.7507408,1
ZSL,flow_program,10841.108428799998,10841.108428799998,1
FAZ,flow_program,10115.964237600001,10115.964237600001,1
SDS,flow_program,9741.912335579998,9741.912335579998,1
TSLQ,flow_program,9075.812749300001,9075.812749300001,1
LABD,flow_program,8725.122708750001,8725.122708750001,1
SQQQ,flow_program,8478.51808608,8478.51808608,1
NVDQ,flow_program,6923.1098508,6923.1098508,1
SOXS,flow_program,3860.84914644,3860.84914644,1
EWV,flow_program,2140.2394285272,2140.2394285272,1
TSYY,flow_program,-58.38952548,58.38952548,1
NVYY,flow_program,-68.55322131,68.55322131,1
TQQY,flow_program,-345.584735748,345.584735748,1
