underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,"GDX, GDXU, NUGT",-170.39822695000004,3218.097443,0.0,0.0,0.0,-11.88,8.74789125123871,0.0,0.0,3044.567107301239
BLSH,BLSH,1605.89395866,137.512315,0.0,0.0,0.0,-35.76,6.9114988279056915,0.0,0.0,1714.5577724879056
SLV,SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
CRWV,"CRWG, CRWV, CWVX",181.83653027,657.585255,0.0,0.0,0.0,-37.75,5.496758186091402,0.0,0.0,807.1685434560914
SOXX,"SOXL, SOXX",714.22908884,0.0,0.0,0.0,0.0,-1.31,0.0,0.0,0.0,712.9190888400001
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSLW, TSLY",1020.4489595800001,79.85532100000012,0.0,0.0,-347.66999999999996,-129.96,12.43129069953523,0.0,0.0,635.1055712795353
XRPZ,"GXRP, UXRP, XRPZ, XXRP",-1439.7644517400001,1902.278255,0.0,0.0,-11.16,-35.47,12.270850995890545,0.0,0.0,428.1546542558899
EWJ,EWJ,388.67593575,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.27593575000003
MSTR,"MSOO, MSTR, MSTU, MSTW, MSTX, MSTY, MTYY",850.41515257,3716.821584,-0.37,0.0,-3961.46,-289.94,57.918520723699345,0.0,0.0,373.38525729369917
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDO, NVDU, NVDY",71.14948496,508.99753300000003,0.0,0.0,-122.42,-124.42999999999999,21.78296702801965,0.0,0.0,355.0799849880199
IREN,"IREG, IREN",0.0,358.9785189999999,0.0,0.0,0.0,-38.78,6.025869540866692,0.0,0.0,326.2243885408667
META,"FBL, FBY, FBYY, META, METU, METW",666.85666064,392.8369929999999,0.0,0.0,-668.9200000000001,-99.46000000000001,18.558967538290254,0.0,0.0,309.8726211782904
MU,"MU, MUU",23.55844995,283.05122499999993,0.0,0.0,0.0,-16.740000000000002,5.991451695079865,0.0,0.0,295.8611266450798
NBIS,"NBIS, NEBX",-105.44518885999999,371.2459859999999,0.0,0.0,0.0,-22.47,7.661858285416273,0.0,0.0,250.99265542541593
INTC,"INTC, INTW",-62.22877602,316.973211,0.0,0.0,0.0,-20.51,5.600343429752836,0.0,0.0,239.83477840975286
MARA,"MAAY, MARA, MARO",-80.81654759,2823.5803109999997,-9.29,0.0,-2399.83,-146.13,30.340365984747386,0.0,0.0,217.85412939474747
VRT,"VRT, VRTL",-261.38572532,490.4562729999998,0.0,0.0,0.0,-17.36,6.066802098404227,0.0,0.0,217.7773497784042
MRNA,"MRNA, MRNX",-1.8364713700000124,232.58243000000004,0.0,0.0,0.0,-21.01,5.470526851812082,0.0,0.0,215.20648548181214
MSFT,"MSFL, MSFO, MSFT, MSFU, MSFW, MSFX",631.76421974,-175.10899700000004,66.43,0.0,-227.45000000000002,-103.41,20.590642095120007,0.0,0.0,212.81586483511956
COIN,"COIA, COIG, COIN, COIW, CONX, CONY",1741.23579132,-1337.410552,0.0,0.0,-165.33,-31.71,3.3237104037957086,0.0,0.0,210.10894972379546
AVGO,"AVGG, AVGO, AVL",0.0,244.519004,0.0,0.0,0.0,-58.57,11.240067031554752,0.0,0.0,197.1890710315547
BMNR,"BMNG, BMNR",0.0,202.56749,0.0,0.0,0.0,-32.88,6.1464912201450455,0.0,0.0,175.83398122014503
XLK,"WEBS, XLK",174.73186244000001,0.0,0.0,0.0,0.0,-1.67,0.0,0.0,0.0,173.06186244
WULF,"WULF, WULX",0.0,180.13282900000002,0.0,0.0,0.0,-21.57,6.198927352199611,0.0,0.0,164.7617563521996
CRML,"CRML, CRMU",0.0,176.5483509999999,0.0,0.0,0.0,-33.160000000000004,11.209191809062093,0.0,0.0,154.59754280906236
APP,"APP, APPX",-2e-08,168.39757099999997,0.0,0.0,0.0,-17.8,2.0042358116149663,0.0,0.0,152.601806791615
HOOD,"HOOD, HOOW, HOOY",1490.68620305,-779.3202560000002,0.0,0.0,-547.06,-16.990000000000002,5.021768031379514,0.0,0.0,152.3377150813792
