underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
XLK,"TTXD, WEBS, XLK",559.09476129,0.0,0.0,0.0,0.0,-3.74,0.0,0.0,0.0,555.35476129
NBIS,NBIS,-1.6942556240729552,446.7249737021348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0307180780618
CLSK,CLSZ,342.45757941,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,341.43757941
CRCL,CRCL,0.0,278.5006307550388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.5006307550388
SPY,SPY,1.01082482763807,0.0,0.0,0.0,0.0,-0.20576386354887663,0.0,0.0,0.0,0.8050609640891934
XLF,XLF,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,-0.36
COIN,COIN,1.1149655563386265,-16.149852920122182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.034887363783556
DIA,"DIA, DXD, SDOW",-51.37564591,0.0,0.0,0.0,0.0,-3.16,0.0,0.0,0.0,-54.53564591
SOXX,SOXX,-98.05024662717541,0.0,0.0,0.0,1.401429191164933,0.0,0.0,0.0,0.0,-96.64881743601048
BE,BE,0.0,-109.1890710970664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.1890710970664
QQQ,"QID, QQQ",-125.31170370587864,0.0,0.0,0.0,0.0,-0.9103461554720385,0.0,0.0,0.0,-126.2220498613507
CRWV,CRWV,3.322808014703598,-190.5879164001381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-187.2651083854345
MSTR,MSTR,189.16529927567223,-415.8643874903384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-226.69908821466618
IREN,IREN,0.0,-259.3428765687996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-259.3428765687996
ASTS,ASTS,35.401149214854726,-804.8523621816486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-769.4512129667938
QBTS,QBTS,0.0,-899.0395427365676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-899.0395427365676
