symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,4506.316184,0.0,0.0,0.0,-186.89,32.55245156201188,0.0,0.0,4351.978635562012
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2444.687821,0.0,0.0,-25.53,-55.34,3.7792620833259667,0.0,0.0,2367.5970830833257
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1777.423862,0.0,0.0,0.0,-135.42,11.088188047135239,0.0,0.0,1653.0920500471352
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1496.888082,0.0,0.0,-29.37,-24.84,10.159866775882772,0.0,0.0,1452.837948775883
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,810.200642,0.0,0.0,0.0,-55.8,16.11544114467452,0.0,0.0,770.5160831446746
SDS,PROSHARES ULTRASHORT S&P500,0.0,775.629892,0.0,0.0,-26.99,-54.55,19.551521528506008,0.0,0.0,713.6414135285061
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,561.592916,0.0,0.0,-15.54,-88.7,12.93199821120889,0.0,0.0,470.2849142112089
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,-21.624878,0.0,0.0,-26.13,-66.76,14.773275669013211,0.0,0.0,-99.7416023309868
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,77.557875,0.0,0.0,-1.46,-10.63,4.2232032805687005,0.0,0.0,-309.9881509394313
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-948.237632,0.0,0.0,0.0,-410.87,19.567435366231646,0.0,0.0,-1339.5401966337683
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-2013.375048,0.0,0.0,-90.65,-179.18,28.12317041466187,0.0,0.0,-2258.4878358853384
