symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17351.907624072002,17351.907624072002,1
DUST,flow_program,10428.2078976,10428.2078976,1
ZSL,flow_program,9528.317954999999,9528.317954999999,1
FAZ,flow_program,9456.5775851,9456.5775851,1
SDS,flow_program,9399.979851439999,9399.979851439999,1
TSLQ,flow_program,9250.5521812,9250.5521812,1
SQQQ,flow_program,8959.75858437,8959.75858437,1
LABD,flow_program,7979.226493,7979.226493,1
NVDQ,flow_program,6973.762860999999,6973.762860999999,1
SOXS,flow_program,5661.33004008,5661.33004008,1
EWV,flow_program,1414.8239749000002,1414.8239749000002,1
TSYY,flow_program,-47.36296994,47.36296994,1
NVYY,flow_program,-58.12119269360001,58.12119269360001,1
TQQY,flow_program,-263.17049922240005,263.17049922240005,1
