symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,16010.4519896832,16010.4519896832,1
DUST,flow_program,12392.8747632,12392.8747632,1
ZSL,flow_program,10859.929797599998,10859.929797599998,1
FAZ,flow_program,9961.2441368,9961.2441368,1
TSLQ,flow_program,9921.972291000002,9921.972291000002,1
SDS,flow_program,9906.94957263,9906.94957263,1
LABD,flow_program,9246.76705575,9246.76705575,1
SQQQ,flow_program,9072.733115599998,9072.733115599998,1
NVDQ,flow_program,6049.16594568,6049.16594568,1
SOXS,flow_program,4539.26381546,4539.26381546,1
EWV,flow_program,2159.2851562932,2159.2851562932,1
TSYY,flow_program,-57.83868089999999,57.83868089999999,1
NVYY,flow_program,-72.95887584500001,72.95887584500001,1
TQQY,flow_program,-338.1021897696,338.1021897696,1
