underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-4127.1950105999995,4127.1950105999995
AMD,DAMD,etf,4127.1950105999995,4127.1950105999995
ASTS,ASTS,underlying,-4346.79,4346.79
ASTS,ASTN,etf,29413.15675746,29413.15675746
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-15836.210000000001,15836.210000000001
BE,BEZ,etf,21345.228288,21345.228288
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-5549.033,5549.033
CLSK,CLSZ,etf,5549.033,5549.033
COIN,COIN,underlying,-688.610652,688.610652
COIN,CONI,etf,688.610652,688.610652
CRCL,CRCL,underlying,-9805.02982459,9805.02982459
CRCL,CRCD,etf,9805.02982459,9805.02982459
CRWV,CRWV,underlying,-22762.19077725,22762.19077725
CRWV,CORD,etf,22762.19077725,22762.19077725
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-20911.89553574,20911.89553574
IREN,IREZ,etf,20911.89553574,20911.89553574
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-8838.995325119999,8838.995325119999
MSTR,MSDD,etf,2440.5438,2440.5438
MSTR,MSTZ,etf,6398.451525119999,6398.451525119999
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-24071.41132286,24071.41132286
NBIS,NBIZ,etf,24071.41132286,24071.41132286
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-12418.56,12418.56
QBTS,QBTZ,etf,27012.71779866,27012.71779866
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-3030.44,3030.44
RKLB,RKLZ,etf,11598.592118399998,11598.592118399998
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-4422.736550559079,4422.736550559079
SVIX,UVIX,etf,7342.67013816,7342.67013816
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
