underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
AMD,DAMD,etf,3178.81828476,3178.81828476
ASTS,ASTS,underlying,0.0,0.0
ASTS,ASTN,etf,35943.7888086,35943.7888086
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BE,BEZ,etf,11860.736255999998,11860.736255999998
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,0.0,0.0
COIN,CONI,etf,645.861333,645.861333
CRCL,CRCL,underlying,0.0,0.0
CRCL,CRCD,etf,10719.90076157,10719.90076157
CRWV,CRWV,underlying,0.0,0.0
CRWV,CORD,etf,18399.128107875,18399.128107875
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
IREN,IREZ,etf,19043.59138913,19043.59138913
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
LITE,LITZ,etf,17039.088636440003,17039.088636440003
MSTR,MSTR,underlying,0.0,0.0
MSTR,MSTZ,etf,7699.511903999999,7699.511903999999
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,0.0,0.0
NBIS,NBIZ,etf,14184.228324958,14184.228324958
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,21162.829867739998,21162.829867739998
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RGTI,RGTZ,etf,10627.05159828,10627.05159828
RKLB,RKLB,underlying,0.0,0.0
RKLB,RKLZ,etf,13370.5992476,13370.5992476
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPCX,SSPC,etf,25080.0,25080.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-5066.16,5066.16
SVIX,UVIX,etf,6453.72702216,6453.72702216
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
