symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,19226.1758598,19226.1758598,1
DUST,flow_program,14101.795584,14101.795584,1
ZSL,flow_program,12200.952324599999,12200.952324599999,1
SDS,flow_program,10796.797725379998,10796.797725379998,1
FAZ,flow_program,9665.0365754,9665.0365754,1
TSLQ,flow_program,8090.3192843,8090.3192843,1
SQQQ,flow_program,7748.751941699999,7748.751941699999,1
LABD,flow_program,6780.0565,6780.0565,1
NVDQ,flow_program,6021.28684794,6021.28684794,1
EWV,flow_program,2993.4570717,2993.4570717,1
SOXS,flow_program,1218.3908417999999,1218.3908417999999,1
TSYY,flow_program,-68.56565429999999,68.56565429999999,1
NVYY,flow_program,-98.6367856155,98.6367856155,1
TQQY,flow_program,-473.37983964000006,473.37983964000006,1
