symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
QBTS,QBTS,D-WAVE QUANTUM INC,0.0,4762.799599230342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4762.799599230342
IREN,IREN,IREN LTD,0.0,2313.9466947580627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313.9466947580627
CRWV,CRWV,COREWEAVE INC-CL A,0.0,1739.6293974635105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1739.6293974635105
MSTR,MSTR,STRATEGY INC,0.0,1118.5447037760832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.5447037760832
CRCL,CRCL,CIRCLE INTERNET GROUP INC,0.0,849.0362869723064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0362869723064
ASTN,ASTS,DFNCE DT 2X SHORT ASTS,0.0,648.00022,0.0,0.0,0.0,-49.599999999999994,20.178825006754085,0.0,0.0,618.5790450067541
WEBS,XLK,DIREXION DAILY DOW JONES INT,313.26477971,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,312.20477971
COIN,COIN,COINBASE GLOBAL INC -CLASS A,0.0,96.10235542878816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.10235542878816
QID,QQQ,PROSHARES ULTRASHORT QQQ,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
RKLZ,RKLB,DEF DAILY T2X SHORT RKLB ETF,0.0,66.53653,0.0,0.0,0.0,-3.07,3.5312927185004055,0.0,0.0,66.9978227185004
XLK,XLK,SS TECHNOLOGY SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,-0.51
DIA,DIA,SS SPDR DOW JONES INDUS AVG,0.0,0.0,0.0,0.0,0.0,-0.525,0.0,0.0,0.0,-0.525
DXD,DIA,PROSHARES ULTRASHORT DOW30,-24.50723037,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-26.10723037
SDOW,DIA,PROSHARES ULTPRO SHRT DOW30,-26.86841554,0.0,0.0,0.0,0.0,-0.9299999999999999,0.0,0.0,0.0,-27.79841554
BKNU,BKNG,T-REX 2X LONG BKNG D TAR ETF,-42.80836925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.80836925
RKLB,RKLB,ROCKET LAB CORP,0.0,-148.88954582157618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-148.88954582157618
MSTZ,MSTR,T-REX 2X INVERSE MSTR DT ETF,0.0,-342.6822,0.0,0.0,0.0,-3.18,5.404704955920273,0.0,0.0,-340.45749504407974
CRCD,CRCL,T-REX 2X INV CRCL DA TAR ETF,0.0,-542.893394,0.0,0.0,0.0,-32.94,9.922848660299238,0.0,0.0,-565.9105453397008
ASTS,ASTS,AST SPACEMOBILE INC,0.0,-621.5999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-621.5999999999997
NBIS,NBIS,NEBIUS GROUP NV,0.0,-885.979739064633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-885.979739064633
NBIZ,NBIS,TRADR 2X SHRT NBIS DAILY ETF,0.0,-1420.977904,0.0,0.0,0.0,-2.76,36.89442169983235,0.0,0.0,-1386.8434823001678
QBTZ,QBTS,DEF DAILY T2X SHORT QBTS,0.0,-1789.173592,0.0,0.0,0.0,-12.37,31.07821387363308,0.0,0.0,-1770.4653781263669
CORD,CRWV,T-REX 2X INV CRWV DA TAR ETF,0.0,-2140.997608,0.0,0.0,0.0,-32.9,30.41295311025744,0.0,0.0,-2143.4846548897426
IREZ,IREN,TRDR 2X SH IREN DLY ETF,0.0,-3597.318826,0.0,0.0,0.0,-76.13,37.733075954310074,0.0,0.0,-3635.71575004569
