symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,61.436712,0.0,0.0,0.0,-0.07,1.786757560056476,0.0,0.0,63.15346956005648
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,10.511249,0.0,0.0,0.0,-0.1,1.3387782970067117,0.0,0.0,11.750027297006712
SDS,PROSHARES ULTRASHORT S&P500,0.0,9.018939,0.0,0.0,0.0,-0.3,1.825261940432144,0.0,0.0,10.544200940432143
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-2.192151,0.0,0.0,0.0,0.0,1.9134948595287433,0.0,0.0,-0.27865614047125664
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,-14.404114,0.0,0.0,0.0,0.0,1.3687352480434174,0.0,0.0,-13.035378751956582
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,-30.121031,0.0,0.0,0.0,-0.24,1.35501970585654,0.0,0.0,-29.006011294143455
DUST,DIREXION DAILY GOLD MINERS I,0.0,-33.064968,0.0,0.0,0.0,-0.01,1.8270378057310104,0.0,0.0,-31.24793019426899
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,-36.918574,0.0,0.0,0.0,-0.17,1.3793818191312825,0.0,0.0,-35.70919218086872
EWV,PROSHARES ULTSHRT MSCI JAPAN,0.0,-218.308852,0.0,0.0,0.0,-0.24,1.9223224617910701,0.0,0.0,-216.62652953820893
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-358.557632,0.0,0.0,0.0,0.0,1.7439083441923189,0.0,0.0,-356.8137236558077
