underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
ASTS,ASTS,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
CLSK,CLSK,underlying,0.0,0.0
COIN,COIN,underlying,0.0,0.0
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
MSTR,MSTR,underlying,0.0,0.0
NBIS,NBIS,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
XLE,XLE,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
