symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,14391.292864032,14391.292864032,1
DUST,flow_program,13164.205788,13164.205788,1
ZSL,flow_program,10845.813771,10845.813771,1
FAZ,flow_program,10161.4701496,10161.4701496,1
SDS,flow_program,9592.592930629999,9592.592930629999,1
TSLQ,flow_program,9226.145662800001,9226.145662800001,1
LABD,flow_program,8656.8121395,8656.8121395,1
SQQQ,flow_program,8156.22760568,8156.22760568,1
NVDQ,flow_program,7075.786798079999,7075.786798079999,1
SOXS,flow_program,3351.31023194,3351.31023194,1
EWV,flow_program,2077.486742058,2077.486742058,1
TSYY,flow_program,-58.38952548,58.38952548,1
NVYY,flow_program,-68.085272,68.085272,1
TQQY,flow_program,-348.4184328,348.4184328,1
