symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,16578.19795212,16578.19795212,1
DUST,flow_program,10995.569927999999,10995.569927999999,1
ZSL,flow_program,9650.6568522,9650.6568522,1
FAZ,flow_program,9504.149226,9504.149226,1
SDS,flow_program,9403.8396735,9403.8396735,1
TSLQ,flow_program,9336.938410800001,9336.938410800001,1
SQQQ,flow_program,8694.72255223,8694.72255223,1
LABD,flow_program,7788.0649,7788.0649,1
NVDQ,flow_program,6734.81625934,6734.81625934,1
SOXS,flow_program,4740.287798400001,4740.287798400001,1
EWV,flow_program,1710.5383470900001,1710.5383470900001,1
TSYY,flow_program,-53.018790825,53.018790825,1
NVYY,flow_program,-65.3318235,65.3318235,1
TQQY,flow_program,-292.67714544,292.67714544,1
