symbol,target_net_usd,actual_net_usd,discrepancy_usd,abs_discrepancy_usd,target_gross_usd,actual_gross_usd,gross_gap_usd,under_exposed
HOYY,-211750.00667572027,-50620.35,161129.65667572027,161129.65667572027,211750.00667572027,50620.35,-161129.65667572027,True
IOYY,0.0,-138324.76,-138324.76,138324.76,0.0,138324.76,138324.76,False
SMYY,0.0,-124406.65,-124406.65,124406.65,0.0,124406.65,124406.65,False
MTYY,-28139.99986648559,-144490.86,-116350.86013351439,116350.86013351439,28139.99986648559,144490.86,116350.86013351439,False
COYY,-236015.03630340376,-123735.5,112279.53630340376,112279.53630340376,236015.03630340376,123735.5,-112279.53630340376,True
AMYY,0.0,-94686.09,-94686.09,94686.09,0.0,94686.09,94686.09,False
RTYY,0.0,-86100.0,-86100.0,86100.0,0.0,86100.0,86100.0,False
MAAY,0.0,-63864.5,-63864.5,63864.5,0.0,63864.5,63864.5,False
QBY,0.0,-62091.0,-62091.0,62091.0,0.0,62091.0,62091.0,False
FBYY,0.0,-54883.4,-54883.4,54883.4,0.0,54883.4,54883.4,False
BBYY,0.0,-50760.0,-50760.0,50760.0,0.0,50760.0,50760.0,False
XBTY,-32144.99950408936,-80264.8165,-48119.816995910645,48119.816995910645,32144.99950408936,80264.8165,48119.816995910645,False
MUYY,0.0,-28819.0,-28819.0,28819.0,0.0,28819.0,28819.0,False
HMYY,0.0,-24157.98,-24157.98,24157.98,0.0,24157.98,24157.98,False
CWY,-4327.999877929688,-25940.365,-21612.365122070314,21612.365122070314,4327.999877929688,25940.365,21612.365122070314,False
RCAX,-12658.88567332362,-28595.98,-15937.094326676379,15937.094326676379,12658.88567332362,28595.98,15937.094326676379,False
TMYY,0.0,-12449.85,-12449.85,12449.85,0.0,12449.85,12449.85,False
BEZ,0.0,-9639.0,-9639.0,9639.0,0.0,9639.0,9639.0,False
AMZO,0.0,-7327.55,-7327.55,7327.55,0.0,7327.55,7327.55,False
DUST,0.0,-6277.12,-6277.12,6277.12,0.0,6277.12,6277.12,False
CLSZ,-9900.0,-4192.576,5707.424,5707.424,9900.0,4192.576,-5707.424,True
PLU,0.0,-5077.15,-5077.15,5077.15,0.0,5077.15,5077.15,False
RDWU,0.0,-4950.0,-4950.0,4950.0,0.0,4950.0,4950.0,False
SDS,0.0,-4829.759999999999,-4829.759999999999,4829.759999999999,0.0,4829.759999999999,4829.759999999999,False
CLSX,-6297.151904090644,-11091.199999999999,-4794.048095909355,4794.048095909355,6297.151904090644,11091.199999999999,4794.048095909355,False
ZSL,0.0,-4717.44,-4717.44,4717.44,0.0,4717.44,4717.44,False
CCUP,-2997.038050223661,-7288.400000000001,-4291.361949776339,4291.361949776339,2997.038050223661,7288.400000000001,4291.361949776339,False
LUNL,-8738.4042469661,-12483.485,-3745.0807530339007,3745.0807530339007,8738.4042469661,12483.485,3745.0807530339007,False
TSLQ,0.0,-3594.2400000000002,-3594.2400000000002,3594.2400000000002,0.0,3594.2400000000002,3594.2400000000002,False
FAZ,0.0,-3550.2599999999998,-3550.2599999999998,3550.2599999999998,0.0,3550.2599999999998,3550.2599999999998,False
OPEG,0.0,-3027.0935,-3027.0935,3027.0935,0.0,3027.0935,3027.0935,False
NVDQ,0.0,-3023.04,-3023.04,3023.04,0.0,3023.04,3023.04,False
