underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,0.0,0.0
ASTS,ASTN,etf,20857.522519920003,20857.522519920003
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BE,BEZ,etf,19358.196479999995,19358.196479999995
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-21834.61549815498,21834.61549815498
CLSK,CLSZ,etf,4192.576,4192.576
COIN,COIN,underlying,0.0,0.0
COIN,CONI,etf,492.27227292899994,492.27227292899994
CRCL,CRCL,underlying,0.0,0.0
CRCL,CRCD,etf,5509.11412051,5509.11412051
CRWV,CRWV,underlying,0.0,0.0
CRWV,CORD,etf,17137.256781,17137.256781
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
IREN,IREZ,etf,16749.182788030004,16749.182788030004
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,0.0,0.0
MSTR,MSDD,etf,1680.501,1680.501
MSTR,MSTZ,etf,3423.9059136,3423.9059136
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,0.0,0.0
NBIS,NBIZ,etf,18015.12626893,18015.12626893
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QBTS,QBTZ,etf,18754.05248442,18754.05248442
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,0.0,0.0
RKLB,RKLZ,etf,5446.1923375999995,5446.1923375999995
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-3497.5200000000004,3497.5200000000004
SVIX,UVIX,etf,4313.0682867000005,4313.0682867000005
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
