underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-3389.5686682799997,3389.5686682799997
AMD,DAMD,etf,3389.5686682799997,3389.5686682799997
ASTS,ASTS,underlying,-18424.0,18424.0
ASTS,ASTN,etf,29615.656976100003,29615.656976100003
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-17227.770623999997,17227.770623999997
BE,BEZ,etf,17227.770623999997,17227.770623999997
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-569.3608489559999,569.3608489559999
COIN,CONI,etf,569.3608489559999,569.3608489559999
CRCL,CRCL,underlying,-9745.364328700001,9745.364328700001
CRCL,CRCD,etf,9745.364328700001,9745.364328700001
CRWV,CRWV,underlying,-15224.303782499997,15224.303782499997
CRWV,CORD,etf,15224.3037825,15224.3037825
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-16552.51919365,16552.51919365
IREN,IREZ,etf,16552.51919365,16552.51919365
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-12255.04,12255.04
LITE,LITZ,etf,15634.82248068,15634.82248068
MSTR,MSTR,underlying,-9550.287676799999,9550.287676799999
MSTR,MSDD,etf,3924.9300000000003,3924.9300000000003
MSTR,MSTZ,etf,5625.357676799999,5625.357676799999
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-15556.895582212,15556.895582212
NBIS,NBIZ,etf,15556.895582212,15556.895582212
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-7349.580000000001,7349.580000000001
QBTS,QBTZ,etf,23858.36646336,23858.36646336
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-3900.96,3900.96
RGTI,RGTZ,etf,11512.627641449999,11512.627641449999
RKLB,RKLB,underlying,-5754.65,5754.65
RKLB,RKLZ,etf,11397.2276719,11397.2276719
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-3429.6119875186946,3429.6119875186946
SVIX,UVIX,etf,5813.68797864,5813.68797864
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
