underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
CLSK,CLSK,underlying,-3823.7529343134006,3823.7529343134006
CLSK,CLSZ,etf,6026.287404571201,6026.287404571201
CRWV,CRWV,underlying,0.0,0.0
DIA,DIA,underlying,-8845.419804686315,8845.419804686315
DIA,DXD,etf,8362.36842496,8362.36842496
DIA,SDOW,etf,9397.329177599999,9397.329177599999
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
MSTR,MSTR,underlying,0.0,0.0
NBIS,NBIS,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
QQQ,QQQ,underlying,0.0,0.0
QQQ,QID,etf,8391.418953539998,8391.418953539998
SPY,SPY,underlying,0.0,0.0
XLE,XLE,underlying,0.0,0.0
XLF,XLF,underlying,0.0,0.0
XLK,XLK,underlying,-8461.106125607106,8461.106125607106
XLK,TTXD,etf,8565.886794855001,8565.886794855001
XLK,WEBS,etf,8436.33625824,8436.33625824
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
