symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
COIN,COIN,COINBASE GLOBAL INC -CLASS A,-43.33289860224074,573.522808460725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.1899098584842
AMD,AMD,ADVANCED MICRO DEVICES,-0.2730624522442652,375.0395296372698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.76646718502553
WEBS,XLK,DIREXION DAILY DOW JONES INT,313.26477971,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,312.20477971
QID,QQQ,PROSHARES ULTRASHORT QQQ,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
XLK,XLK,SS TECHNOLOGY SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,-0.51
DIA,DIA,SS SPDR DOW JONES INDUS AVG,0.0,0.0,0.0,0.0,0.0,-0.525,0.0,0.0,0.0,-0.525
DXD,DIA,PROSHARES ULTRASHORT DOW30,-24.50723037,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-26.10723037
SDOW,DIA,PROSHARES ULTPRO SHRT DOW30,-26.86841554,0.0,0.0,0.0,0.0,-0.9299999999999999,0.0,0.0,0.0,-27.79841554
BKNU,BKNG,T-REX 2X LONG BKNG D TAR ETF,-42.80836925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.80836925
MSTR,MSTR,STRATEGY INC,-209.73693447656981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209.73693447656981
CELH,CELH,CELSIUS HOLDINGS INC,-347.24881525,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-347.24881525
