underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-3582.75651984,3582.75651984
AMD,DAMD,etf,3582.75651984,3582.75651984
ASTS,ASTS,underlying,-5257.21,5257.21
ASTS,ASTN,etf,21313.14801186,21313.14801186
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-17524.801151999996,17524.801151999996
BE,BEZ,etf,17524.801151999996,17524.801151999996
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-639.1600884,639.1600884
COIN,CONI,etf,639.1600884,639.1600884
CRCL,CRCL,underlying,-8174.172936930002,8174.172936930002
CRCL,CRCD,etf,8174.172936930001,8174.172936930001
CRWV,CRWV,underlying,-19271.740641750002,19271.740641750002
CRWV,CORD,etf,19271.740641750002,19271.740641750002
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-17437.50536836,17437.50536836
IREN,IREZ,etf,17437.50536836,17437.50536836
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-7904.1492283200005,7904.1492283200005
MSTR,MSDD,etf,2417.0685000000003,2417.0685000000003
MSTR,MSTZ,etf,5487.08072832,5487.08072832
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-18143.080269792,18143.080269792
NBIS,NBIZ,etf,18143.080269791997,18143.080269791997
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-3870.5649422288498,3870.5649422288498
QBTS,QBTZ,etf,21621.64460742,21621.64460742
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-3358.6,3358.6
RKLB,RKLZ,etf,9786.3120999,9786.3120999
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-2152.6256396238678,2152.6256396238678
SVIX,UVIX,etf,6453.72702216,6453.72702216
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
