underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
ASTS,ASTS,underlying,-14916.8547,14916.8547
AXON,AXON,underlying,0.0,0.0
CLSK,CLSK,underlying,-15038.84745,15038.84745
COIN,COIN,underlying,-647.3736144821187,647.3736144821187
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-11381.432176859333,11381.432176859333
IBIT,IBIT,underlying,0.0,0.0
IREN,IREN,underlying,-14977.955025,14977.955025
MSTR,MSTR,underlying,-5640.863437471094,5640.863437471094
NBIS,NBIS,underlying,-15110.223975000003,15110.223975000003
NEM,NEM,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14900.579099999999,14900.579099999999
XLE,XLE,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
