underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,-6203.4675534,6203.4675534
AMD,DAMD,etf,6203.4675534,6203.4675534
ASTS,ASTS,underlying,-35367.75,35367.75
ASTS,ASTN,etf,35437.538262,35437.538262
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-15722.308147129503,15722.308147129503
COIN,CONI,etf,15722.3081471295,15722.3081471295
CRCL,CRCL,underlying,0.0,0.0
CRWV,CRWV,underlying,-0.8327685493797595,0.8327685493797595
CRWV,CORD,etf,73954.97797325,73954.97797325
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-24943.499220530004,24943.499220530004
IREN,IREZ,etf,24943.499220530004,24943.499220530004
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,-19820.909932238905,19820.909932238905
LITE,LITZ,etf,64417.116553199994,64417.116553199994
MSTR,MSTR,underlying,-5465.910082029737,5465.910082029737
MSTR,MSTZ,etf,33371.327525759996,33371.327525759996
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-13294.005133717277,13294.005133717277
NBIS,NBIZ,etf,40489.942178268,40489.942178268
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-32925.05446664516,32925.05446664516
QBTS,QBTZ,etf,29925.79586568,29925.79586568
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,-13874.192285850002,13874.192285850002
RGTI,RGTZ,etf,13874.192285850002,13874.192285850002
RKLB,RKLB,underlying,-9975.720000000001,9975.720000000001
RKLB,RKLZ,etf,16149.428609299997,16149.428609299997
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,-24056.7397971304,24056.7397971304
SNDK,SNDQ,etf,43251.6755582,43251.6755582
SPCX,SPCX,underlying,-754.3983716089376,754.3983716089376
SPCX,SPCG,etf,1581.1200000000001,1581.1200000000001
SPCX,SSPC,etf,1985.1200000000001,1985.1200000000001
SPY,SPY,underlying,0.0,0.0
SVIX,SVIX,underlying,-20947.5,20947.5
SVIX,UVIX,etf,21165.217374,21165.217374
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
