symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15693.865703208001,15693.865703208001,1
DUST,flow_program,13209.148108799998,13209.148108799998,1
FAZ,flow_program,10849.567439999999,10849.567439999999,1
SDS,flow_program,9891.37101246,9891.37101246,1
ZSL,flow_program,9669.478221,9669.478221,1
LABD,flow_program,8989.27491,8989.27491,1
TSLQ,flow_program,7905.12278325,7905.12278325,1
SQQQ,flow_program,7290.7389841,7290.7389841,1
NVDQ,flow_program,5319.7625988,5319.7625988,1
EWV,flow_program,2836.0111660187995,2836.0111660187995,1
SOXS,flow_program,2104.5533062399995,2104.5533062399995,1
TSYY,flow_program,-72.23795150000001,72.23795150000001,1
NVYY,flow_program,-89.194209455,89.194209455,1
TQQY,flow_program,-448.29413711999996,448.29413711999996,1
