underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
CRML,"CRML, CRMU",0.0,3639.3869670000004,0.0,0.0,0.0,-265.12,63.61298320923695,0.0,0.0,3437.8799502092374
GDX,"GDX, GDXU, NUGT",-170.39822695000004,3353.298775,0.0,0.0,-10.84,-38.46,31.519039622775363,0.0,0.0,3165.119587672775
BLSH,"BLSG, BLSH, BLSX",1753.26777316,198.236178,0.0,0.0,0.0,-55.22,17.502792085430272,0.0,0.0,1913.7867432454304
GSOL,"GSOL, SOLX",-593.80682331,2025.996791,0.0,0.0,0.0,-65.64,0.0,0.0,0.0,1366.54996769
CRWV,"CRWG, CRWU, CRWV, CWVX",178.71005494,1080.4763199999998,0.0,0.0,0.0,-173.31,88.02394204279517,0.0,0.0,1173.9003169827956
PLTR,"PLTA, PLTR, PLTU, PTIR",-170.91233400905452,1347.7998081302837,0.0,0.0,-72.61000000000001,-206.69,54.35224892549825,0.0,0.0,951.9397230467271
SLV,SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
NBIS,"NBIG, NBIL, NBIS, NEBX",-50.60766285999999,916.8677229999994,0.0,0.0,0.0,-137.15,109.50789728587111,0.0,0.0,838.6179574258713
IREN,"IRE, IREG, IREN, IREX",0.0,944.7648720000007,0.0,0.0,0.0,-199.10000000000002,62.903438484114986,0.0,0.0,808.5683104841155
CRCL,"CCUP, CRCA, CRCG, CRCL",-10.19988844,897.5973702331389,0.0,0.0,0.0,-151.53,70.3447873266166,0.0,0.0,806.212269119756
XRPZ,"GXRP, UXRP, XRP, XRPT, XRPZ, XXRP",-1439.7644517400001,2248.96141,0.0,0.0,-11.16,-97.39,47.42068673663431,0.0,0.0,748.0676449966344
TER,"TER, TERG",-3.35040458,812.5713770000002,3.12,0.0,0.0,-173.72,22.05901517636708,0.0,0.0,660.6799875963675
HIMS,"HIMS, HIMZ",-11.825237093758334,687.5521042578115,0.0,0.0,0.0,-34.68,18.052156026313025,0.0,0.0,659.0990231903663
MSTR,"MSOO, MSTR, MSTU, MSTX",269.5464337744058,427.19251424386,0.0,0.0,0.0,-66.1,24.800064005399292,0.0,0.0,655.4390120236651
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDO, NVDU",-58.929902880173636,883.472268999828,0.8201812774162939,0.0,-44.92,-258.18,90.48685807387744,0.0,0.0,612.7494054709468
HUT,"HUT, HUTG",1.9e-07,657.6199239999996,0.0,0.0,0.0,-105.44,42.43956344953032,0.0,0.0,594.6194876395302
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT",50.3498178947618,692.9400339485983,0.0,0.0,-55.230000000000004,-181.13,64.43658070794697,0.0,0.0,571.3664325513071
TSM,"TSM, TSMG, TSMU",221.8891671236053,364.5780165765418,25.52210169118814,-5.361272160369393,0.0,-99.85,39.54086834233863,0.0,0.0,546.3188815733047
PLUG,"PLUG, PLUL",0.0,682.2569719999992,0.0,0.0,0.0,-189.2,34.34844523298724,0.0,0.0,527.405417232987
RCAT,"RCAT, RCAX",0.0,554.4305420000001,0.0,0.0,0.0,-100.85,22.237834328392655,0.0,0.0,475.81837632839233
URA,"URA, URAA",0.0,519.725572,0.0,0.0,-42.69,-22.53,18.211985878941203,0.0,0.0,472.7175578789412
CORZ,"CORZ, COZX",-11.88782572,502.4490559999999,0.0,0.0,0.0,-55.3,28.89921816915691,0.0,0.0,464.1604484491568
RIOT,"RIOT, RIOX",468.88332721,0.0,0.0,0.0,0.0,-11.95,0.0,0.0,0.0,456.93332721
UEC,"UEC, UECG",-18.904435080000003,499.95252100000005,0.0,0.0,0.0,-50.75,18.777453681530574,0.0,0.0,449.0755396015306
VRT,"VRT, VRTL",-205.89726932,686.4319489999998,2.06,0.0,0.0,-68.81,27.000171252213715,0.0,0.0,440.784850932213
SRPT,"SRPT, SRPU",0.0,516.1930916853155,0.0,0.0,0.0,-112.03,29.886895692228816,0.0,0.0,434.0499873775443
CIFR,"CIFG, CIFR",0.0,529.7653600000001,0.0,0.0,0.0,-132.65,22.164723576092623,0.0,0.0,419.2800835760927
LITE,"LITE, LITX",0.0,421.366775,0.0,0.0,0.0,-26.97,18.701964392755716,0.0,0.0,413.09873939275576
OKLO,"OKLL, OKLO",2e-07,521.6031790000001,0.0,0.0,0.0,-137.94,17.04467036341796,0.0,0.0,400.707849563418
