underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-14904.12825,14904.12825
ASTS,ASTN,etf,15220.716555,15220.716555
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-12886.32708,12886.32708
BE,BEZ,etf,17181.76944,17181.76944
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-8636.642992230001,8636.642992230001
CLSK,CLSZ,etf,11515.523989640002,11515.523989640002
COIN,COIN,underlying,-1385.9734316027186,1385.9734316027186
CRCL,CRCL,underlying,-4350.05402832,4350.05402832
CRCL,CRCD,etf,5800.07203776,5800.07203776
CRWV,CRWV,underlying,-14909.555925,14909.555925
CRWV,CORD,etf,16242.197957700002,16242.197957700002
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-14943.636675000002,14943.636675000002
IREN,IREZ,etf,18372.958164000003,18372.958164000003
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-11169.689345323517,11169.689345323517
MSTR,MSDD,etf,3880.84488741,3880.84488741
MSTR,MSTZ,etf,3459.8355272999993,3459.8355272999993
NBIS,NBIS,underlying,-6777.658977347016,6777.658977347016
NBIS,NBIZ,etf,21230.66852844,21230.66852844
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14880.546450000002,14880.546450000002
QBTS,QBTZ,etf,8614.702076759999,8614.702076759999
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-4668.605984204397,4668.605984204397
RKLB,RKLZ,etf,1794.77350316,1794.77350316
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
