symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,21901.275453,21901.275453,1
TSLQ,flow_program,11157.690768,11157.690768,1
ZSL,flow_program,10772.9699805,10772.9699805,1
DUST,flow_program,10309.609024000001,10309.609024000001,1
SQQQ,flow_program,9887.074560000001,9887.074560000001,1
FAZ,flow_program,9550.768885,9550.768885,1
SDS,flow_program,9167.644474800001,9167.644474800001,1
LABD,flow_program,8543.38050786,8543.38050786,1
NVDQ,flow_program,8194.50490624,8194.50490624,1
SOXS,flow_program,7254.3997656,7254.3997656,1
EWV,flow_program,748.9325399,748.9325399,1
