underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
MSTR,"MSOO, MSTR, MSTW, MTYY",2296.349331730603,11606.291412948804,0.0,0.0,-7961.51,-846.0500000000001,90.38344097403912,0.0,0.0,5185.464185653445
MARA,"MAAY, MARA",-2.6e-07,7449.986903276259,0.0,0.0,-4207.87,-349.29,110.74338159501079,0.0,0.0,3003.57028461127
COIN,COIW,2003.50306779,0.0,0.0,0.0,-136.06,-13.67,0.0,0.0,0.0,1853.77306779
META,"FBYY, META, METW",351.53264959737635,2487.1096420000013,0.0,0.0,-1028.51,-101.72,41.317816253810996,0.0,0.0,1749.7301078511887
HOOD,HOOW,2179.32418598,0.0,0.0,0.0,-508.68,-11.950000000000001,0.0,0.0,0.0,1658.69418598
HIMS,"HIMS, HMYY",-8.186433824954525,1607.0105439987371,0.0,0.0,-34.629999999999995,-5.13,14.672732439475228,0.0,0.0,1573.736842613258
MSFT,MSFW,1131.18087664,0.0,0.0,0.0,-191.4,-15.4,0.0,0.0,0.0,924.38087664
AMZN,AMZW,917.96394275,0.0,0.0,0.0,-99.67,-9.91,0.0,0.0,0.0,808.3839427500001
PLTR,PLTW,1164.61353691,0.0,0.0,0.0,-381.96999999999997,-10.21,0.0,0.0,0.0,772.4335369099999
IONQ,"IONQ, IOYY",0.0,677.8754949999989,0.0,0.0,0.0,0.0,67.31886636105115,0.0,0.0,745.1943613610499
TSLA,"TSLA, TSLW",640.8241965988229,-6.774273789144048,0.0,0.0,-192.4,-28.3,0.0,0.0,0.0,413.3499228096789
QQQ,"JEPQ, QQQ, QQQX, QYLD, QYLG",329.71341597204366,104.61209999999983,0.0,0.0,-59.99,-17.939999999999998,0.0,0.0,0.0,356.39551597204354
IBIT,"IBIT, XBTY",1.6274242251040147,2453.1657672459037,-0.15,0.0,-2035.6200000000001,-95.63,24.787674730539397,0.0,0.0,348.1808662015469
QBTS,"QBTS, QBY",0.0,47.600663999999924,0.0,0.0,0.0,0.0,7.093199399666654,0.0,0.0,54.69386339966658
NVDA,"NVDA, NVDO",-46.377994249156956,8.770209360483312,0.0027792918430917346,0.0,0.0,-5.03,0.0,0.0,0.0,-42.63500559683055
SPY,"JEPI, SPY, SPYI, XYLD, XYLG",4.2391572199999885,0.0,-0.34,0.0,-64.38,-26.28,0.0,0.0,0.0,-86.76084278000002
ARM,ARMW,-237.86817473,0.0,0.0,0.0,-140.34,-15.81,0.0,0.0,0.0,-394.01817473
NFLX,NFLW,-546.64657616,0.0,0.0,0.0,-354.74,-31.76,0.0,0.0,0.0,-933.14657616
