symbol,underlying,bucket,leg_class,total_pnl
AALG,AAL,bucket_1,core_levered_etf,-53.049505280000005
AAOX,AAOI,bucket_1,core_levered_etf,-14706.617968477536
AAPB,AAPL,bucket_1,core_levered_etf,-2486.606747466273
AAPU,AAPL,bucket_1,core_levered_etf,-526.41102638
AAPX,AAPL,bucket_1,core_levered_etf,-285.34401598000005
ABNG,ABNB,bucket_1,core_levered_etf,-306.98013925
ABNY,ABNB,bucket_2,yieldboost_etf,420.66797475000004
ADBG,ADBE,bucket_1,core_levered_etf,264.01407147131994
AFRU,AFRM,bucket_1,core_levered_etf,-907.8949656217834
AIYY,AI,bucket_2,yieldboost_etf,733.4852614600001
ALBG,ALB,bucket_1,core_levered_etf,207.74424737971262
AMDG,AMD,bucket_1,core_levered_etf,-12109.419407921408
AMDL,AMD,bucket_1,core_levered_etf,-12501.62793277334
AMDY,AMD,bucket_2,yieldboost_etf,762.54158561
AMUU,AMD,bucket_1,core_levered_etf,-12563.087543518146
AMYY,AMD,bucket_2,yieldboost_etf,-1678.9590387506264
AMZO,AMZN,bucket_3,flow_inverse,4488.052410143914
AMZU,AMZN,bucket_1,core_levered_etf,-1442.3517296766825
AMZW,AMZN,bucket_2,yieldboost_etf,808.3839427500001
AMZY,AMZN,bucket_2,yieldboost_etf,603.20038009
AMZZ,AMZN,bucket_1,core_levered_etf,-2981.292279645373
ANEL,ANET,bucket_1,core_levered_etf,455.9144187628619
APHU,APH,bucket_1,core_levered_etf,96.39686254492489
APLY,AAPL,bucket_2,yieldboost_etf,-103.76495595
APPX,APP,bucket_1,core_levered_etf,861.9005851953935
ARCX,ACHR,bucket_1,core_levered_etf,-102.43829117316568
ARMG,ARM,bucket_1,core_levered_etf,-1868.7068810257038
ARMW,ARM,bucket_2,yieldboost_etf,-394.01817473
ASMG,ASML,bucket_1,core_levered_etf,-480.20748736
ASMU,ASML,bucket_1,core_levered_etf,-961.4310889277434
ASTN,ASTS,bucket_4,inverse_b4_etf,3642.358404438498
ASTX,ASTS,bucket_1,core_levered_etf,-2143.8492926927465
AVGG,AVGO,bucket_1,core_levered_etf,-3070.5071936265012
AVL,AVGO,bucket_1,core_levered_etf,-2666.0957312059186
AVXX,AVAV,bucket_1,core_levered_etf,421.1555837648169
AZYY,AMZN,bucket_2,flow_low_delta,99.42178575000001
BABO,BABA,bucket_2,yieldboost_etf,143.84432341000002
BABU,BABA,bucket_1,core_levered_etf,262.10539365475046
BABX,BABA,bucket_1,core_levered_etf,2068.734015773006
BAIG,BBAI,bucket_1,core_levered_etf,-1521.6740147277192
BBYY,BABA,bucket_2,yieldboost_etf,896.0709673027857
BEG,BE,bucket_1,core_levered_etf,-417.62624619397707
BEX,BE,bucket_1,core_levered_etf,-6726.119233585262
BEZ,BE,bucket_4,inverse_b4_etf,-678.0309037217136
BIDG,BIDU,bucket_1,core_levered_etf,-91.71433125
BITU,IBIT,bucket_1,core_levered_etf,281.19302746977087
BITX,IBIT,bucket_1,core_levered_etf,182.46823710958301
BLSG,BLSH,bucket_1,core_levered_etf,1150.7167108642284
BMNG,BMNR,bucket_1,core_levered_etf,815.0741287755294
BMNU,BMNR,bucket_1,core_levered_etf,988.2319655779272
BOEG,BA,bucket_1,core_levered_etf,865.7562160583668
BOEU,BA,bucket_1,core_levered_etf,1024.3387487214834
BTCL,IBIT,bucket_1,core_levered_etf,219.0308572661951
BU,B,bucket_1,core_levered_etf,19.22482951287019
BULG,BULL,bucket_1,core_levered_etf,-180.1119174457092
BULX,BULL,bucket_1,core_levered_etf,79.95426435409263
CCUP,CRCL,bucket_1,core_levered_etf,-844.9064905777418
CEGX,CEG,bucket_1,core_levered_etf,1057.3680728105385
CHAU,ASHR,bucket_1,core_levered_etf,-194.36968233
CHNU,CHNL,bucket_1,core_levered_etf,-105.51749225
CIFG,CIFR,bucket_1,core_levered_etf,-2918.6809623031727
CIFU,CIFR,bucket_1,core_levered_etf,14.91964475485993
CLSX,CLSK,bucket_1,core_levered_etf,-5435.734960498613
CLSZ,CLSK,bucket_4,inverse_b4_etf,2478.7145837189105
CMGG,CMG,bucket_1,core_levered_etf,1517.0638669575999
CNCG,CNC,bucket_1,core_levered_etf,-3133.760053075061
COHX,COHR,bucket_1,core_levered_etf,-217.8152052255936
