underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-14904.12825,14904.12825
ASTS,ASTN,etf,15292.387879999998,15292.387879999998
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-12883.642599375,12883.642599375
BE,BEZ,etf,17178.1901325,17178.1901325
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-8636.826348315,8636.826348315
CLSK,CLSZ,etf,11515.76846442,11515.76846442
COIN,COIN,underlying,-943.1342290766996,943.1342290766996
CRCL,CRCL,underlying,-6147.567753589892,6147.567753589892
CRCL,CRCD,etf,5794.467719040001,5794.467719040001
CRWV,CRWV,underlying,-14909.555925,14909.555925
CRWV,CORD,etf,16243.298325540003,16243.298325540003
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-14943.636675000002,14943.636675000002
IREN,IREZ,etf,18372.675816000003,18372.675816000003
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-8321.9979529138,8321.9979529138
MSTR,MSDD,etf,3877.74829188,3877.74829188
MSTR,MSTZ,etf,3457.1429783999997,3457.1429783999997
NBIS,NBIS,underlying,-6777.658977347016,6777.658977347016
NBIS,NBIZ,etf,21232.515084479997,21232.515084479997
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-14880.546450000002,14880.546450000002
QBTS,QBTZ,etf,8615.049787889999,8615.049787889999
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-3800.773121328765,3800.773121328765
RKLB,RKLZ,etf,1795.0479909499998,1795.0479909499998
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
