underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-3271.82,3271.82
ASTS,ASTN,etf,19092.24713,19092.24713
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,-16009.76,16009.76
BE,BEZ,etf,16592.73984,16592.73984
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
COIN,COIN,underlying,-1358.933821489687,1358.933821489687
CRCL,CRCL,underlying,-5538.946868455001,5538.946868455001
CRCL,CRCD,etf,5538.946868455001,5538.946868455001
CRWV,CRWV,underlying,-14913.8847,14913.8847
CRWV,CORD,etf,15688.1885655,15688.1885655
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-14945.262750000004,14945.262750000004
IREN,IREZ,etf,17566.0452396,17566.0452396
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-11175.895824583095,11175.895824583095
MSTR,MSDD,etf,1841.7499,1841.7499
MSTR,MSTZ,etf,3242.5069248,3242.5069248
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-6663.944210303575,6663.944210303575
NBIS,NBIZ,etf,20240.102023260002,20240.102023260002
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-4581.719999999999,4581.719999999999
QBTS,QBTZ,etf,12313.20685392,12313.20685392
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-4514.999286030101,4514.999286030101
RKLB,RKLZ,etf,2124.6302195999997,2124.6302195999997
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
