underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,0.0,0.0
ASTS,ASTN,etf,13883.58414424,13883.58414424
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-7620.612266937226,7620.612266937226
CLSK,CLSZ,etf,15841.10299648,15841.10299648
COIN,COIN,underlying,0.0,0.0
CRCL,CRCL,underlying,0.0,0.0
CRCL,CRCD,etf,4958.43654306,4958.43654306
CRWV,CRWV,underlying,0.0,0.0
CRWV,CORD,etf,14292.700441799998,14292.700441799998
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,0.0,0.0
IREN,IREZ,etf,15911.033436480002,15911.033436480002
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,0.0,0.0
MSTR,MSDD,etf,2897.8125793848,2897.8125793848
MSTR,MSTZ,etf,2585.5471035000005,2585.5471035000005
NBIS,NBIS,underlying,0.0,0.0
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,0.0,0.0
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,0.0,0.0
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
