underlying,symbol,leg_type,net_notional_usd,gross_notional_usd
AMD,AMD,underlying,0.0,0.0
ASTS,ASTS,underlying,-9297.12,9297.12
ASTS,ASTN,etf,13922.23114364,13922.23114364
AXON,AXON,underlying,0.0,0.0
BE,BE,underlying,0.0,0.0
BLSH,BLSH,underlying,0.0,0.0
BMNR,BMNR,underlying,0.0,0.0
CLSK,CLSK,underlying,-1817.4,1817.4
CLSK,CLSZ,etf,7837.039999999999,7837.039999999999
COIN,COIN,underlying,-685.4888764908578,685.4888764908578
CRCL,CRCL,underlying,-4892.570662980001,4892.570662980001
CRCL,CRCD,etf,4892.570662980001,4892.570662980001
CRWV,CRWV,underlying,-8282.1347677844,8282.1347677844
CRWV,CORD,etf,14276.7944385,14276.7944385
DKNG,DKNG,underlying,0.0,0.0
HOOD,HOOD,underlying,0.0,0.0
IBIT,IBIT,underlying,0.0,0.0
IONQ,IONQ,underlying,0.0,0.0
IREN,IREN,underlying,-12668.600843995711,12668.600843995711
IREN,IREZ,etf,15868.93356048,15868.93356048
IWM,IWM,underlying,0.0,0.0
KEEL,KEEL,underlying,0.0,0.0
LITE,LITE,underlying,0.0,0.0
MSTR,MSTR,underlying,-4431.121954071599,4431.121954071599
MSTR,MSDD,etf,1455.2468,1455.2468
MSTR,MSTZ,etf,2567.9294352,2567.9294352
MU,MU,underlying,0.0,0.0
NBIS,NBIS,underlying,-14638.2264,14638.2264
NEM,NEM,underlying,0.0,0.0
NET,NET,underlying,0.0,0.0
NVDA,NVDA,underlying,0.0,0.0
OKLO,OKLO,underlying,0.0,0.0
OKTA,OKTA,underlying,0.0,0.0
QBTS,QBTS,underlying,-12709.515138328436,12709.515138328436
QQQ,QQQ,underlying,0.0,0.0
QS,QS,underlying,0.0,0.0
RGTI,RGTI,underlying,0.0,0.0
RKLB,RKLB,underlying,-963.5334829141128,963.5334829141128
SMCI,SMCI,underlying,0.0,0.0
SNDK,SNDK,underlying,0.0,0.0
SPY,SPY,underlying,0.0,0.0
TSLA,TSLA,underlying,0.0,0.0
TSM,TSM,underlying,0.0,0.0
XOP,XOP,underlying,0.0,0.0
XRPZ,XRPZ,underlying,0.0,0.0
